age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,y (yes or no)  ,probability of yes (or score) 
17, Private,108085, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States,no,0.14
18, Private,178310, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,no,0.07
40, Private,103541, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,no,0.22
53, Private,130143, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,45, United-States,no,0.43
37, Private,54159, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,45, United-States,no,0.17
37, Self-emp-not-inc,175120, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.0
43, Private,147099, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States,no,0.35
43, Private,211518, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.1
69, Private,144056, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.19
38, State-gov,149135, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,no,0.17
17, Private,364491, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,22, United-States,no,0.16
51, Private,133069, 10th,6, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States,no,0.17
38, Private,212437, Assoc-acdm,12, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States,no,0.41
34, Private,150154, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,no,0.11
26, Private,164170, Some-college,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,35, Philippines,no,0.06
32, Private,183470, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,42, United-States,no,0.23
55, Private,248841, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,no,0.29
44, Private,138845, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,no,0.24
45, State-gov,160599, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,no,0.17
50, Private,233363, 11th,7, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States,no,0.31
40, Private,53956, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,no,0.36
64, Private,217802, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,no,0.17
40, Local-gov,210275, HS-grad,9, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States,no,0.05
43, Private,107584, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,no,0.2
67, Private,162009, 10th,6, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,16, United-States,no,0.14
37, Federal-gov,110861, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.14
56, Self-emp-not-inc,190091, Assoc-voc,11, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,46, United-States,no,0.09
61, Private,202060, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,34, United-States,no,0.13
28, Federal-gov,366533, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.09
21, Private,522881, Assoc-voc,11, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, Mexico,no,0.25
38, Federal-gov,365430, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,no,0.03
33, Private,157216, Masters,14, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,no,0.23
54, Private,200450, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,no,0.26
37, Private,319831, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,no,0.28
40, Private,106501, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2829,0,50, United-States,no,0.21
41, Private,110732, Some-college,10, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States,no,0.27
29, Private,133937, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States,no,0.06
65, Private,228182, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.43
41, Local-gov,248748, Bachelors,13, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States,no,0.21
30, Private,316606, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,2339,50, United-States,no,0.39
62, Federal-gov,164021, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.19
58, Private,170290, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male,0,0,35, United-States,no,0.24
32, Self-emp-not-inc,33404, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,10520,0,50, United-States,no,0.49
34, Private,162113, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,48, United-States,no,0.39
64, Private,250117, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,50, United-States,yes,0.62
45, Self-emp-not-inc,127948, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.1
33, Private,206707, HS-grad,9, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,no,0.1
57, State-gov,222792, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,no,0.07
59, Private,168416, HS-grad,9, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Female,0,0,36, Poland,no,0.28
50, Local-gov,159689, Some-college,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,no,0.09
42, Private,242619, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,no,0.29
26, Private,259138, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,2407,0,36, United-States,no,0.15
22, Private,311311, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States,no,0.23
50, State-gov,76728, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,39, United-States,no,0.03
29, Private,66095, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States,no,0.21
45, Private,377622, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.28
35, Federal-gov,413930, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.02
41, Federal-gov,149102, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1980,40, United-States,no,0.11
31, Self-emp-not-inc,213643, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,1590,60, United-States,no,0.14
54, State-gov,55861, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,39, United-States,no,0.18
29, Private,221233, Assoc-acdm,12, Divorced, Exec-managerial, Unmarried, White, Female,0,0,37, United-States,yes,0.53
28, Self-emp-inc,109001, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States,no,0.25
55, Self-emp-not-inc,126840, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,no,0.05
33, Private,207561, Bachelors,13, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States,no,0.25
47, Private,257824, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,no,0.47
70, Self-emp-not-inc,92353, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,no,0.05
46, Private,196707, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,55, United-States,no,0.21
77, Private,89655, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.14
56, Private,269681, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Female,0,0,35, United-States,no,0.35
45, Private,182703, Masters,14, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, United-States,no,0.34
21, Private,369643, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,no,0.14
58, Private,77498, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,no,0.18
31, Private,92179, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,no,0.22
44, Self-emp-inc,144778, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,no,0.24
33, Private,123031, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States,no,0.18
67, Private,120900, 7th-8th,4, Widowed, Other-service, Not-in-family, White, Female,0,0,12, United-States,no,0.17
64, Private,172740, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,12, United-States,no,0.14
35, Private,194490, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,no,0.09
44, Private,245317, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,no,0.14
23, Private,241752, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.04
28, Private,102142, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,no,0.16
27, Private,335878, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States,no,0.37
65, Self-emp-inc,410199, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,9386,0,35, United-States,yes,0.66
50, Private,299215, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States,no,0.24
33, Private,227325, Assoc-acdm,12, Never-married, Other-service, Not-in-family, White, Male,0,0,60, Scotland,no,0.33
49, Private,28171, HS-grad,9, Divorced, Tech-support, Not-in-family, White, Male,4787,0,40, United-States,no,0.19
58, Private,49159, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,no,0.1
19, State-gov,139091, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States,no,0.03
21, Private,293726, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States,no,0.07
48, Private,250733, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,no,0.33
41, Private,197907, HS-grad,9, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States,no,0.12
48, Self-emp-inc,192755, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, Canada,no,0.34
28, Private,153885, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,45, United-States,no,0.3
34, Private,123429, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States,no,0.14
17, Private,172548, 9th,5, Never-married, Sales, Own-child, White, Male,0,0,8, United-States,no,0.06
31, Private,103596, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States,no,0.16
18, Private,110230, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,5, United-States,no,0.11
53, Self-emp-inc,233149, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States,no,0.33
26, Private,163189, Some-college,10, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States,no,0.15
35, Private,165007, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,42, United-States,no,0.26
39, Self-emp-inc,142149, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States,no,0.3
54, Local-gov,113649, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.3
27, Private,399123, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,1719,40, United-States,no,0.17
26, Private,599057, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,37, United-States,no,0.2
38, Private,184456, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Greece,no,0.23
30, Private,446894, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,30, United-States,no,0.13
21, Private,114292, 11th,7, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States,no,0.1
29, Private,78261, HS-grad,9, Separated, Protective-serv, Not-in-family, White, Male,0,0,55, United-States,no,0.12
31, State-gov,73161, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1740,40, United-States,no,0.26
54, Federal-gov,57679, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States,no,0.03
48, Private,365516, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,35, United-States,no,0.29
44, Private,315971, Masters,14, Divorced, Other-service, Not-in-family, White, Female,0,0,55, United-States,yes,0.59
18, Private,157193, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,30, Italy,no,0.13
31, Private,209529, 11th,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Puerto-Rico,no,0.11
33, Private,26252, Assoc-acdm,12, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,no,0.35
18, Private,391495, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States,no,0.13
73, Local-gov,143437, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States,no,0.12
48, Private,136455, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,16, United-States,no,0.2
54, Local-gov,137678, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States,no,0.08
35, Private,80680, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States,no,0.47
19, Private,332928, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States,no,0.15
60, Private,166789, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,1408,50, United-States,no,0.31
24, Private,165054, Assoc-voc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,no,0.14
45, Private,34307, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,no,0.35
41, Private,82823, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,5013,0,30, United-States,no,0.2
38, Private,179481, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,no,0.35
26, Private,130018, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States,no,0.01
27, Without-pay,35034, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States,no,0.06
28, Private,113839, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.14
57, Self-emp-not-inc,170988, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States,no,0.14
42, Self-emp-not-inc,247422, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,no,0.1
23, Private,308498, 10th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,18, United-States,no,0.16
21, Private,449101, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,no,0.19
44, Private,651702, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States,no,0.25
30, Private,385177, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States,no,0.29
29, Private,262758, Assoc-acdm,12, Never-married, Other-service, Unmarried, Black, Male,0,625,60, United-States,no,0.36
23, Private,32732, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,no,0.15
48, Private,151584, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,46, United-States,no,0.24
47, Private,139701, 5th-6th,3, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Dominican-Republic,no,0.14
40, Private,144928, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States,yes,0.78
55, Self-emp-inc,150917, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States,no,0.32
43, Self-emp-inc,214503, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States,no,0.27
32, Private,79586, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines,no,0.5
43, Self-emp-inc,342510, Bachelors,13, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,60, United-States,no,0.29
42, Private,201343, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,40, United-States,no,0.14
28, Private,398220, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico,no,0.24
53, Local-gov,182677, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,50, Philippines,no,0.21
17, Private,313444, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,no,0.15
28, Local-gov,134890, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,no,0.16
40, Private,170413, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,1741,40, United-States,no,0.15
20, Private,41721, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,no,0.16
38, Private,212252, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,no,0.4
33, Private,174215, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,no,0.49
67, Self-emp-inc,273239, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,no,0.2
45, Private,117849, 11th,7, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States,no,0.2
49, Private,213668, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,no,0.45
90, Federal-gov,311184, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States,no,0.25
39, Private,172186, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,5013,0,40, United-States,no,0.16
39, Private,553588, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States,no,0.3
54, Private,236157, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States,no,0.31
81, Self-emp-inc,51646, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,2174,35, United-States,no,0.18
57, Local-gov,101444, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.3
65, Private,270935, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,55, United-States,no,0.22
39, Self-emp-inc,128715, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,no,0.29
35, Private,102178, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States,no,0.22
18, Private,99497, 12th,8, Never-married, Other-service, Own-child, Other, Female,0,0,30, United-States,no,0.14
34, Private,163581, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,10520,0,40, Puerto-Rico,yes,0.67
44, Private,103397, HS-grad,9, Divorced, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States,no,0.17
18, Private,240767, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States,no,0.06
63, Private,252457, HS-grad,9, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,no,0.35
20, Private,374116, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,no,0.14
25, Private,72294, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,no,0.05
60, Self-emp-inc,75257, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States,no,0.08
36, Private,114055, Assoc-voc,11, Never-married, Prof-specialty, Unmarried, White, Female,3325,0,40, United-States,no,0.07
38, Private,259846, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States,no,0.18
21, Private,153542, 10th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States,no,0.11
58, Private,126104, 10th,6, Divorced, Other-service, Unmarried, White, Female,0,0,65, United-States,no,0.23
27, Private,267912, 5th-6th,3, Married-civ-spouse, Other-service, Husband, White, Male,0,0,52, Mexico,no,0.19
40, Private,223730, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, United-States,yes,0.64
55, Private,204816, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.44
51, Private,136080, HS-grad,9, Divorced, Sales, Other-relative, White, Female,0,0,31, United-States,no,0.14
46, Private,64563, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, United-States,yes,0.6
52, Private,177487, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,no,0.19
58, Private,186106, 7th-8th,4, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States,no,0.36
18, Private,217302, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States,no,0.06
44, State-gov,107503, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,5013,0,60, United-States,no,0.37
33, State-gov,427812, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, Mexico,no,0.16
24, Private,249956, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,no,0.2
43, State-gov,145166, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States,no,0.16
42, Private,227065, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States,no,0.3
78, Local-gov,87052, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,5, United-States,no,0.05
32, Private,224462, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States,no,0.19
52, Self-emp-not-inc,92469, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States,no,0.0
49, Private,186256, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,no,0.17
23, Private,345734, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,no,0.21
31, Private,156493, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,no,0.28
38, Private,79483, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,no,0.13
17, Private,298605, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,no,0.19
46, Private,200947, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, Italy,no,0.21
29, Private,266583, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,2829,0,38, United-States,no,0.14
59, Local-gov,358747, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,no,0.16
36, Private,465326, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,no,0.2
20, Private,19410, HS-grad,9, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,no,0.09
24, Private,182117, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Male,0,0,28, United-States,no,0.2
23, Private,37072, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.07
51, Self-emp-not-inc,299119, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,no,0.06
23, Self-emp-not-inc,255252, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States,no,0.05
37, Self-emp-inc,95634, Some-college,10, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Canada,no,0.07
17, Private,144752, 10th,6, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States,no,0.11
17, Private,192173, 9th,5, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,no,0.06
80, Self-emp-not-inc,29441, 7th-8th,4, Married-spouse-absent, Farming-fishing, Unmarried, White, Male,0,0,15, United-States,no,0.08
54, Local-gov,449172, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States,no,0.28
43, Private,179866, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States,no,0.35
24, Private,127537, 9th,5, Married-spouse-absent, Sales, Not-in-family, White, Female,0,0,35, United-States,no,0.15
40, Private,129298, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.1
63, Private,156127, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States,no,0.24
17, Private,197186, 10th,6, Never-married, Sales, Own-child, White, Female,0,0,24, United-States,no,0.08
49, Self-emp-not-inc,32825, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,70, United-States,no,0.08
38, Federal-gov,174778, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1980,40, United-States,no,0.15
37, Private,302903, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States,yes,0.54
63, Self-emp-not-inc,388594, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States,yes,0.67
38, Private,179352, Assoc-acdm,12, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,no,0.41
35, Private,32528, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,no,0.25
36, Private,144752, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States,no,0.11
59, Private,187485, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,no,0.4
60, Federal-gov,49921, 9th,5, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States,no,0.08
17, Private,102446, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States,no,0.15
22, Private,170302, HS-grad,9, Never-married, Handlers-cleaners, Unmarried, White, Male,0,1974,45, United-States,no,0.23
24, Private,199698, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States,no,0.32
48, Self-emp-inc,72425, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,no,0.25
17, Private,81010, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,no,0.11
33, Private,553405, Assoc-voc,11, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,no,0.16
49, Self-emp-not-inc,393691, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,no,0.05
60, Private,215591, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,no,0.2
23, Private,145917, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,25, United-States,no,0.04
32, Private,312923, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico,no,0.17
29, State-gov,89487, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,no,0.01
